id,text,file,node,lineNumber
line:0eb10a1,Tawall: Así como es tu trabajo cargar el juego.,NPC Tawall,Tawall.Questions,79
line:007b962,"Player: Entonces, es tu función principal saberlo todo?",NPC Tawall,Tawall.Questions,80
line:0bffad5,"Tawall: Más o menos, sí.",NPC Tawall,Tawall.Questions,81
line:0e38bbe,No lo entiendo,NPC Tawall,Tawall.Questions,82
line:00d9c4c,Qué hiciste con todo ese conocimiento?,NPC Tawall,Tawall.Questions,87
line:00093e9,"Tawall: Está bien, probablemente no lo entenderás.",NPC Tawall,Tawall.Questions,83
line:0f162ed,Player: Estás diciendo que soy una tonta?,NPC Tawall,Tawall.Questions,84
line:0fc87be,"Tawall: No tonta, solo menos informada.",NPC Tawall,Tawall.Questions,85
line:0a3489b,Player: Imbécil.,NPC Tawall,Tawall.Questions,86
line:0bc6ac7,Tawall: Nada.,NPC Tawall,Tawall.Questions,88
line:07fbcce,Tawall: No es mi trabajo hacer nada con eso.,NPC Tawall,Tawall.Questions,89
line:01a6a3b,Player: Pero podrías hacer tanto!,NPC Tawall,Tawall.Questions,90
line:0ad3d42,"Player: Si realmente lo sabes todo, eso es.",NPC Tawall,Tawall.Questions,91
line:038d0a3,Tawall: Eso es comprensible.,NPC Tawall,Tawall.Questions,93
line:0639ee3,Tawall: Qué tengas un lindo día!,NPC Tawall,Tawall.Exit,101
