id,text,file,node,lineNumber
line:0d6c9bd,Shuriv: Por qué sigues aquí?,NPC Shuriv,Shuriv.Complete,76
line:040971a,Shuriv: Quieres unirte a nuestra pandilla o algo?,NPC Shuriv,Shuriv.Complete,77
line:0a108df,Puedo?,NPC Shuriv,Shuriv.Complete,78
line:0ddacd3,"No, gracias",NPC Shuriv,Shuriv.Complete,81
line:07a3e26,"Shuriv: No,",NPC Shuriv,Shuriv.Complete,79
line:02ceda6,Shuriv: no podrás superarlo,NPC Shuriv,Shuriv.Complete,80
line:0b60642,Shuriv: Tráeme estos objetos:,NPC Shuriv,Shuriv.Reminder,86
line:0b62e33,"Shuriv: Una lavadora,",NPC Shuriv,Shuriv.Reminder,87
line:0844a29,Shuriv: y una bañera.,NPC Shuriv,Shuriv.Reminder,88
line:01e81e7,"Player: Aquí,",NPC Shuriv,Shuriv.GiveItems,94
line:0fa33d9,Player: Tengo tu lavadora y tu bañera!,NPC Shuriv,Shuriv.GiveItems,95
line:0368786,"Shuriv: Ahh, buen trabajo.",NPC Shuriv,Shuriv.GiveItems,96
line:096e536,Shuriv: Sabía que no me decepcionarás,NPC Shuriv,Shuriv.GiveItems,97
line:0b54355,"Player: Si bueno,",NPC Shuriv,Shuriv.GiveItems,98
line:0e30774,Player: Ahora liberarás a <color hex=0392cf>Anak</color>?,NPC Shuriv,Shuriv.GiveItems,99
line:02f5e69,Shuriv: Ya lo hice.,NPC Shuriv,Shuriv.GiveItems,100
line:069f888,Shuriv: Dijo que irá con su papá.,NPC Shuriv,Shuriv.GiveItems,101
line:08aed6f,"Shuriv: Se dirige a Loading Bar, creo.",NPC Shuriv,Shuriv.GiveItems,102
line:05ec2c6,"Gracias, supongo",NPC Shuriv,Shuriv.GiveItems,103
line:082f255,Bueno,NPC Shuriv,Shuriv.GiveItems,104
line:0d01031,Player: Entonces será mejor que vuelva a Loading Bar.,NPC Shuriv,Shuriv.GiveItems,105
